,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBR File
2327,1.642054165451731,1.0,1.0,0.4826999325798331,0.0,9.570296849031626,0.0,0.8237160491598372,-0.5052301296495894,1.8569687492099283,50.094149287897,12.675250772668463,10.867909854608477,-5.35575978687908,1.0973674610220057,17.028757412151364,0.0,5.2593869790235,5.2215378515873505,441.0154163204518,10.0,1060.023718802688,311.29381740908565,95.23209056016793,144.4621208236356,97.28658318985273,51.53682942399603,3.1257822341752313,648.3473472528647,1.2733859485830974,4.0,2.0,0.2775386232261603,-0.8397168037449071,0.2504422926938033,135.89102787085807,66.80556523121692,102.51493546600824,13.075678963891555,1
2328,1.0,2.5267287805350422,1.0,3.6132878706069675,0.0,10.783972552410077,0.30079011204436235,6.729070881746253,1.3932172448699545,1.4134436001018345,78.68267895901178,2.5995697746932094,40.510254343311814,36.41715211272938,-0.36005644220275457,-0.47968615571602724,1.9334591686722846,0.0,-7.731983637983731,171.5863584884746,27.956843034312822,467.78794813130105,173.20541742265863,13.19428909274045,323.5127935475148,333.69381413814597,10.52354927603744,105.02989210121044,10.604336576455257,3.010213314593092,8.223520828776646,0.6583796649027519,0.18265132734745793,2.0,-0.7849826184280673,75.15102838890922,65.63790765977184,44.73191807499336,8.715206581872902,1
2329,2.7352897863530994,2.19759983560759,1.0,13.0161927367004,0.0,9.909606334299092,0.0,1.0,-0.391650715950541,1.0583313837078767,-9.582486836920967,15.142635028287872,10.508245823970528,-1.7270419324787758,43.70652612267958,9.480439782775424,13.096744853832103,0.0,6.900933576974049,409.6199072704916,85.72614336244976,290.85745276913224,137.7958178999599,31.570955032884058,63.704060272699685,68.67086670993824,1.66668461508882,220.6329809495724,4.7057212676017155,1.5484476930033928,0.2728361436224849,10.47884312768243,6.6058937589733,4.547962279467703,-0.593339667281257,10.914668006130363,-0.17562931039645657,-7.458589125064215,7.0,1
2330,2.507972851640959,0.46847474592648886,1.0,-0.7815060797588067,1.0047295966642031,6.2260336855075264,0.0,1.0,-0.6798399967515978,-0.20915763807299648,1.1292844758217235,10.962868596410207,22.12992790357797,15.875646888682379,32.222515579869004,3.027661531650451,21.979471502792443,1.0,40.45538003755238,-217.98469559715042,324.38456735654944,44.02084349578953,174.45347232122433,188.11302967841178,63.587375298134035,18.818211379506614,154.2614475489678,303.17248305679897,374.6302784634322,-1.3772415652489096,8.78759066889644,2.0005875532791997,1.0,4.32024228278877,-0.7134112074566001,6.0,105.0825613176412,45.708103315742335,42.60954359313905,1
2331,1.0,2.514085200294944,1.0,11.244092358737474,1.8022574994200575,5.857706450380862,2.7175102251265812,6.909404246966699,5.165868752605077,0.0,19.28262444257183,27.498363951462903,24.424551375092108,7.498993791782486,7.7256864917952415,-0.15364455007909994,3.01573221611005,1.5095572215436373,82.26152119317064,324.0504925011016,22.037300570978555,176.08076577608617,123.24643702430899,188.84512301177304,15.442205712091159,42.82547809135739,115.6141099590082,17.930668587790564,-1.242765468025556,15.930391608740289,31.93834525827119,1.305083663757531,1.0,4.592396763085855,0.7083174156314309,8.456472943554465,90.09770030933915,48.55865426367788,160.6910075865449,1
2332,1.751129082943184,2.432194884826586,1.0,5.459154227717054,3.5723300800825397,10.481508242289518,2.381193732409128,2.7197379718084314,0.0,3.624448339724321,-3.9658136274101556,40.03080992023142,1.4483666351973778,-1.1042889170035046,48.700504156767025,-2.8692006893248543,-0.8549797391504272,15.351150958260046,746.6853311402858,1009.3759031732777,342.13931595931274,105.02368932861098,16.40796028778483,82.1717651612497,297.21760039961015,873.3161701261715,190.01982250755748,35.16017742714307,34.32401524251545,18.836236192734948,7.368090850464857,5.674421716316001,-0.8988748348914171,4.104378215383463,1.5591347502811852,81.7061573436806,84.57361524020486,204.04422580152,37.505049183666564,1
2333,2.269227684034014,2.9098136500706486,1.0,9.868783045433444,0.0,5.431508748246886,-2.1839426710500405,5.137922649821245,0.0,2.4516118163160563,4.820141638318105,29.619658076151083,1.0,3.261260757257941,-7.387249494995324,5.906292667495585,1.7753723883664898,-0.28523897426095457,5.0,-17.00750063333281,43.62364017073926,-4.661238053196403,55.71561622237664,2092.3351168693853,1.0071228091063986,1722.8824313967732,121.42627897572964,266.75736638840647,15.423717561033355,37.35323950660148,5.24657517911683,3.6779348392613,-0.3132013337704569,2.0,0.28951319075898796,95.61665048280506,-8.18739039901329,171.9797642651758,0.8628237048272851,1
2334,2.6667073967408754,1.0,1.0,6.720843785946754,0.0,-0.036818477103872205,3.5352490575465523,5.739550730783518,-9.997184124956346,3.697561408061166,15.813860802089717,11.789753907347698,17.680621937157376,14.521543033757435,9.89339876148198,-0.9257121319523246,-0.425797560384781,3.526334787274787,-11.466716581203006,525.1290492989932,115.78263602935203,277.94391798986555,62.17264910626111,35.4655356585958,20.804488403407653,64.05440940074482,330.6731362039747,115.90890618238916,153.49769292988924,-1.605202623653048,0.1257241249830625,6.621204244761909,6.0,3.791267083417388,0.3240109676051873,73.85706989399502,13.22697398059348,186.24673541556047,47.83797207734429,1
2335,1.0,1.0,1.4938425388364172,5.405646798869584,0.0,7.0,5.412349088913549,9.736521266942258,30.929969356732347,0.0,16.75438661347784,12.943022805321764,115.71535119191205,3.2441019306763454,-29.9440111725853,1.5073232068562006,10.33390626776773,0.0,39.97635486735945,53.06317328272166,5.429060434227661,608.4196046051513,32.961247424272386,72.19794143079886,118.0,260.19536726903146,140.75910036756034,597.5587527888625,60.37098630788121,5.657328890667014,4.003343543622821,10.54005769708984,8.562255905216306,3.715721193673124,-2.18806208362685,56.76296487036696,310.0743174573692,16.59758318552249,8.420550401390646,1
2336,-6.203757787243048,1.0,1.0792024251389774,9.972602478156203,0.0,9.684822563952274,0.0,48.10281249439956,0.0,1.1084742019969385,46.21163951226459,63.947224344166656,-29.399894717701052,-0.40453285122704263,-3.027355987249593,0.0,1.2528436425929084,0.0,0.02861485997514812,-48.26627522135644,6.730971662172413,-69.0870132170263,35.56493383716149,190.2305233173883,94.39049832319785,85.18135250258796,74.33496321121522,102.50564970104733,66.50946538865034,10.635238403346419,10.406216424639474,0.3742282872023317,3.331116779400123,2.0,-1.2628229693922988,-5.614508641861107,176.91431776626175,114.8940708545192,36.292750432120165,1
2337,1.0,2.38729672783782,1.0,8.425848211476245,0.0,3.54143456981714,1.167672950988841,1.0,3.882769338018991,-4.215516878576008,35.233615644352746,18.92029974820522,12.802509222461138,5.607841145755922,18.19361301422879,1.5751150219194712,0.0,0.0,13.60540837575606,814.2688005604516,174.30231238575848,500.1525446281365,222.70601100237917,-7.104777147172257,102.44603719807088,64.5280136358698,237.27610238199787,9.749981106201922,6.039691472737127,5.820223312431559,0.45401499501617126,8.599263006539498,2.1433132035813913,5.014266242001434,0.09973531643093503,31.463600421957253,38.55870053668446,36.49482594209947,3.5354490062210457,1
2338,3.366064024867282,8.607720276158744,1.8476372713158118,10.373205503071155,0.0,7.604152664917713,0.0,1.0,1.8447335502949334,1.0577062475088357,-17.307199608849224,6.4241598800201265,34.25868393642606,11.137935505016134,12.256229741519569,-0.15309104394320316,-0.16902092622592735,3.477786566438554,41.92813052666261,22.37444757998466,38.354114280950554,69.67120858078145,182.7818987776418,-11.38342948796263,17.0,111.44426489639477,66.87097757923874,237.1026656075532,13.668498874348145,5.521848189162204,8.621283859404372,-12.469067583455725,1.0,2.6829091939714598,0.25579093896647953,102.01765936186285,-21.317675414952753,198.74525066536862,29.642619195675923,1
2339,1.0,2.5642429486519633,1.0,10.22527809566096,1.8106039685895585,14.797323440788787,0.0,3.9478118904348305,0.0,1.225162421319418,42.71891181680579,55.64478597454144,8.0,17.136038673991905,28.90102098950145,3.626984743854705,-0.556967712479567,2.6867123636713606,72.92331018533159,69.76877261336159,4.3782121904258435,41.70887096090104,43.23959718567934,-3.87196930103764,16.20979854569994,28.34806860541824,181.87034116358208,15.745399828841856,3.1293610631780755,7.568712439814936,5.666040094699728,2.7544257418903606,0.8110131298395401,2.0,0.04190045206914261,9.339516880908764,12.781866859829242,-0.6094490043132339,174.98421484489774,1
2340,2.0,1.0,1.7810212958074123,5.8114300395095535,3.6098573824957394,9.85515751360173,0.0,8.743501534491877,17.660044032433202,1.0,80.33469050603543,8.917125675659992,-5.000763828423741,10.626630718331016,-7.377252608138725,0.0,0.0,0.0,31.05244084309759,200.66696931288533,31.311021555826787,150.2663242875458,103.66680700108645,10.183646393532495,17.0,180.66321774967716,1371.6497422045938,320.88434673852413,47.74370430925988,10.445342560110063,13.405883718765626,6.038167890804535,-0.4945742285830923,0.0,2.7614553523345338,54.9471629103034,151.66783720502502,112.78605981891778,16.256099684422427,1
2341,1.0,3.0514781136450155,1.0,5.969200371140926,0.0,11.34844762874597,-0.452605146942069,2.2343623415562357,3.7480013687072895,2.9602999617209362,50.05546967029499,7.369048025538028,41.22967161186922,6.682109255812159,24.240498391439843,16.543558827836918,0.0,0.0,-12.590665718284523,310.47929166002484,-68.51597802674857,69.30074738538495,50.92335422678018,49.729434784789945,292.78342529932894,221.72966607883336,9.790479200843205,-31.128312015169783,10.84355185195102,26.671111531175967,7.654080034891527,6.964240164052926,1.0,1.3182421046946795,0.16235195060449312,-3.7532313366766203,154.3997455886324,51.20709808369752,374.80777916016325,1
2342,1.146958566395123,1.0,4.88980912879251,3.2955883192718627,1.7967013258546012,6.1458666004365625,0.0,2.7077128447749756,6.769257400320064,0.0,5.382247423282054,-3.0465524763682374,0.5756817250525151,16.591507097401085,31.063715329799084,0.0,28.35273407515622,1.7652318487050813,7.2770002338437845,393.87425471796536,12.03975168616073,592.2330113844682,59.83831254493239,12.060465101167079,45.482094388434064,113.55351124378492,123.50552375795654,286.11243384458356,-8.902913276289375,45.33667895438941,0.0,16.569987953886255,2.544862561454631,2.031028168215762,0.10535076957416876,5.679218004946279,-0.06074824906150145,63.5470775815109,62.917893062553084,1
2343,-4.534642222525878,1.0,4.852994947414452,-1.7628788490268317,-2.29149405116691,15.822362183471665,1.65453625687443,1.0,1.4677764583616226,0.0,24.66543514339975,781.2117446534745,32.70504003877453,2.1817365140790255,0.7709681536648965,0.0,-2.7191288194353587,0.0,2.0,433.14938265634527,64.6349124130067,63.01903507247383,20.443283864485615,270.1016303948504,26.24117061646644,383.4052904766868,122.66968506890838,-19.40613128865809,220.48847369075065,-0.9753009309605938,6.679469457294269,6.409600387033823,3.5946506587107288,2.779507887229779,0.44870644741228566,35.09954652860009,65.60272425171384,1.0422667318885726,32.45443369429359,1
2344,2.04141910097498,-0.765732362721463,1.0,32.29529607226932,1.0,4.299307073482388,1.400132836942769,0.17415990496396172,9.838644598123913,7.612579474648972,7.906011253923252,13.386300825049343,23.048775332208173,0.0,59.966647427860195,0.0,0.0,0.0,26.19772362819005,13.373266150545263,32.09084011010211,312.3736910719971,74.26653014588045,-13.22137655517125,27.220333793627212,30.799556558594777,66.50309883066765,748.1109323647861,107.26921163787591,11.03282921346502,12.0,5.0,4.609436257229512,-0.7890333333857297,4.297686002442341,120.86427973844096,105.70403150344066,598.7820675936447,98.47639637792933,1
2345,1.0,0.6805621150662066,1.0,7.501582642859195,0.0,8.957665299641494,-0.8128108676158693,2.6170640039944497,8.411293844127782,0.0,18.92273221847877,11.281853328471982,26.991474576345567,0.0,6.518525412122582,7.6511755205704395,15.292631296940389,0.0,45.27152606683676,3.0127313434550445,6.372915455211391,67.55092634532582,393.45970378950403,851.0024069508473,79.82949630077935,387.7618784426301,265.4313428595711,42.03177036636361,106.94774358924158,2.933948318954133,10.901534183190254,4.109411643453352,6.943823482037573,0.0,0.08942392754161708,22.94097873198939,25.821111459684275,53.71440129131091,10.757330851041422,1
2346,2.4921553353459123,2.294832654388392,1.0,6.405189449519637,0.0,3.1075060048756766,1.5785302142856685,1.0,0.0,0.0,4.70669413391979,13.906855111838846,39.33715645793448,34.79875595125837,6.0166316212685444,-0.7783028108863757,40.81815116465808,0.0,9.037394196399177,-126.56809090690626,5.335002204427814,392.34649769777934,-111.34387418164144,233.30622710310925,62.27985897285161,7.042387102919481,23.040295657346757,85.54861896681939,539.1612053598765,29.19817442166932,0.2093631452571868,4.551661755478056,1.0,0.0,0.9607052699790001,47.49081944147427,171.89590038745712,-3.55050136825918,38.47883451889714,1
2347,3.3469248475034403,1.6217786633440194,1.931300693869813,10.0,-0.8944692284333611,8.792013540768748,0.0,-0.7235421217147076,-2.76520409894476,3.910609726631381,11.036994228859871,86.13774591845406,56.874073529134165,2.0,12.405780972525413,10.647313559427118,-0.40560667473115575,0.0,1.1359007998337725,85.13091583223618,18.84673639334328,257.17138673828083,1.3816864962398134,69.78617355901446,26.145175268315494,32.769057437569906,105.29518265437073,-4.896924711327097,8.739028804544711,0.8686233273282753,46.578087276641725,6.0,6.041312285406944,2.0,0.19691263779713955,6.961026384625312,184.32200600119455,42.128713660415514,187.8541272853388,1
2348,3.9185591878247936,1.1625495275053106,2.646503082725036,9.31701930909242,0.0,15.972612055344745,0.0,1.0,2.4144353081440997,-0.5307921794306139,-0.5913212069358592,10.939701708798557,51.188432442017856,5.640153054879783,190.56219591049333,-0.8484185647884024,4.220322634288634,0.0,32.35364035527421,1699.7205713165354,19.0,106.8394508204438,18.791521073414533,-1.309459171839653,31.293865249251553,71.1993898888568,14.67941077297371,-8.619958807677122,161.75195785616086,11.002446788126395,7.578629135970212,3.0775553782791905,3.650001173727172,2.270138728863024,0.08849050089069158,7.288772840348656,5.360449600791746,9.36833174772229,14.177837063357455,1
2349,0.0,1.0,1.0,15.585509371016233,-0.013511868018866169,16.896163989974717,1.9857127514941788,2.1792366848017894,0.0,1.321750699889662,19.963603774900456,-5.3102340273973105,41.52295403981056,0.6809786151411035,47.49077853081389,0.0,1.2507171596958335,3.3025051055460546,-10.537788546147564,187.18066730145597,-2.142072783400188,260.49991026447185,52.956169475009986,24.10701207679707,880.5094364307586,289.69133945871215,45.64756824230443,61.93177827075087,10.301057937316916,-0.750272295721059,-0.4045861321901435,-0.47507758949524015,0.1375318902017404,1.1140146676128573,0.4978224387592389,96.55169031090897,0.39320975265405034,68.43680691149169,6.78459535704798,1
2350,2.2413420895029663,4.987498849233911,1.0,5.531537965667518,0.0,9.617038816170393,0.0,3.9047299181411823,0.0,6.752924974216868,11.575164784692685,1.8272341631302846,-4.754204340187453,0.0,29.358070935676178,3.03348057526025,0.0,0.0,2.7635103918161814,34.02706227118313,42.37200631043412,247.41663102704456,6.6645908507085245,61.554547025422465,102.55342662958373,8.169939428191606,85.4278211522275,79.45489977619428,542.7880577152157,-3.7289403908736922,-3.8578811844991954,4.444628043535573,0.9928507702183813,3.6669604699741702,-0.1420737199283545,14.845548564717873,4.1785555886359935,48.56225958929414,3.963623349022731,1
2351,4.463578034262348,2.7713241937279602,0.09579832923125875,23.51042823225769,-0.5792969784996652,-2.7544010214327344,0.0,2.8139798516422294,9.633394560099106,0.0,33.08465098697672,4.922049037778789,19.088154551492067,1.9478262552652064,4.183290522428093,0.0,16.86431063158932,0.20652189018711942,471.28468894774085,49.83258459452666,6.0,-190.3348589299029,758.8207127147548,398.87520718126433,33.24327142088044,12.544020785500088,92.05328820375343,117.92202836692056,203.6332105551594,8.388613733098417,12.664396494947978,5.962740659354175,1.0,3.4931542439030365,0.5512860150548482,98.79472075882407,501.8799048506026,46.20947902121016,26.445851792877313,1
2352,1.0,2.0,1.0,-1.0620109236360653,0.0,12.742420032001753,1.0,4.931477130904176,0.49073253426935626,0.0,-0.5965176620271362,25.44487614632927,30.778046644880362,6.681244985257908,98.2008603784695,0.0,0.0,0.0,15.905653856221726,507.07120728704126,7.569964568734193,356.3925375981659,86.04807686615266,55.61228696432585,81.2499845612431,-68.97424352579337,1305.4012161594706,188.13652834728367,-5.701519155200704,9.74511464873528,4.718263598480482,13.300277367594378,5.046252985626622,6.153528348652445,0.4587268664552333,0.0,-29.934076707347096,138.74829196318916,5.054444394700593,1
2353,1.0,4.796903089181883,1.0,6.147301533421224,0.0,1.3316764341837937,0.0,0.0812978139631676,0.0,0.8104013297442222,-6.393851685849659,6.599088904466926,46.443877550400806,1.9985675070814708,17.35375204898785,-0.8224605822337294,5.27206607347422,0.0,15.610911740895137,555.2815318986079,38.58465093933152,272.47947708278446,174.8090336679645,-0.47948450213750393,26.66550003216175,1056.0842081386918,163.62281774071548,63.79392465720447,0.0,-5.788911364657222,9.454743171352103,2.0,-0.8593293116054062,2.698940234629975,0.45655776058696584,40.69545784000809,15.486844786098406,81.94803078747867,-44.828392630977035,1
2354,-0.9933486056900218,2.937986887798694,1.0,15.451709681211828,3.0,8.178021499625872,1.2283560302142242,7.14400855694831,0.0,0.0,61.380274168561655,1.0,-1.0053759385879308,-0.10591481186744733,-1.3719033610144518,0.7322111802402395,0.0,-0.15655586721606807,17.460030952615416,306.97338589002067,41.36261733665859,474.4535652485973,29.601403612804976,-1.9117413599978008,39.26050913821365,7.040560734841021,364.87349148938983,158.42505129396747,171.60843842770464,9.885689859186732,6.496399160109034,-8.445823706646301,-1.6168577378912237,1.0,0.43680613517476824,-4.334879300905911,-0.2029053837550916,45.21483880532187,61.58266941154139,1
2355,1.0,1.0,1.0,5.072258371908001,1.0656451742327668,6.458082152629424,0.0,2.5832199506813893,9.883285652009569,-0.7705540450071959,8.85792326327999,15.141639313655116,25.3270212037498,0.0,7.083953396621324,0.0,46.47020406100187,1.1665964139297218,12.50424062203334,-436.937856569608,32.891789696004885,77.6453602433329,79.97628548917903,202.63008437085085,52.39905969075368,493.2693635459121,87.00604817504855,117.57540913405842,48.712321117893964,2.0,6.494717338999063,23.063053236618593,-0.29274368743594104,5.858270803906413,0.12337298043287487,4.304775857520861,96.87278629026598,232.54355517820827,114.25584523060374,1
2356,4.011249055857002,0.0032936051267359323,1.0,1.0332771326059964,2.01790553503956,27.68168555499565,0.0,22.8898455913725,-3.9171173249418514,18.446118817282976,4.8014160164723805,-3.6829522329305924,8.851030811104646,23.736710999205066,10.423882590771115,-0.3382770541837341,0.0,3.2611091368239995,11.631147167495845,253.43894483152573,54.373324785597816,138.4864654041045,48.15022789850019,440.1282718136276,49.121917865274234,146.07669397506947,56.333173465150026,8.511780892765632,391.2931317548906,15.259163150724603,3.931085184992213,1.0,1.0,3.6286678982394083,0.21751020383942302,185.91029275241476,112.78477157666153,-2.125485067305636,-4.742739768841192,1
2357,-0.6599393020654922,1.0,1.0,18.854711294927824,-0.6316642510485277,5.025111773022026,0.0,5.468283021157742,-0.051768346529016296,0.0,47.564485396049065,71.3149473422058,13.9627198401939,-0.34556841147051975,4.522490178740453,0.0,0.0,0.0,40.22071149754708,-21.95209831685274,-24.656018427456736,111.25683847683669,64.29136408713646,15.0,24.220688789723873,141.07028715560716,71.48151171069955,61.81164012241404,39.306456850835886,-3.823884633128058,4.508044286783182,-5.147045634330384,-1.3440452419765352,5.797039123050116,0.4230495038883875,137.83246115500336,33.21871603339457,5.450559523362195,25.264070039865775,1
2358,1.5215633427243662,0.14443471746836722,1.9783177650388373,4.0,0.0,13.595087022110647,1.7406185980572888,1.0,0.0,1.0,22.78767425313159,-1.6154345331060966,50.43080330936789,1.0210782537393965,10.163631169548514,0.0,5.285636528366476,4.639199352084203,13.99294456067729,21.589618609734416,213.1783953148436,101.44930833067993,48.118916147402736,83.61312017734414,169.05802965931437,27.549668373163303,380.6291072339192,96.63461053181075,279.92136849675137,4.981699531484811,4.681784838776308,5.326311322887978,0.0,3.288859564868845,-1.0768642590376087,34.22681279259096,106.15348548834437,7.179373243347737,121.28862379806415,1
2359,1.0,4.451606447124315,1.0,23.846559406707897,0.0,-1.4069136573359007,0.0,-0.4789678944412725,12.194022342239954,1.249648777222697,-0.14996426824396325,54.08197566903605,10.384100486686094,-0.47195361706765926,16.217145042432723,-0.45573997476509964,3.282263967468067,0.0,8.8622888133799,407.52381644936827,7.7496898210468625,1797.675545082179,3.4881205842716536,154.285373653983,29.458352179526585,192.74682639661893,92.55560373369701,14.560118358775963,109.78137342887965,2.7535582686815734,1.3319948963868387,10.277776738706518,0.9267213790373561,3.285593300483113,0.29863330728041376,-0.9057150957524113,-1.1138027738343168,40.79060636522158,-2.163906522115271,1
2360,2.762257694762691,1.0,1.0,-0.8076964343716458,0.0,12.665150847393452,1.7448647696266906,1.0,0.0,14.489208819312099,95.66706131274097,10.57481512358587,71.27386762446183,6.295590162372016,1.472189737849988,0.0,1.2996855081205982,4.925033755726512,95.19099805810268,163.89067272114826,42.360118131696346,1396.115665848782,23.005776480902988,104.65456398108114,502.49522758143894,-14.654056807813703,196.29045329851914,41.97299125386064,31.298261141821474,41.21506825941456,2.7980786317097017,-6.18434497038421,3.088242714735004,3.5007605497219214,1.011484842951601,1.0,-5.265097501614246,7.609210695603277,162.6276235037086,1
2361,1.0,1.0,1.0,12.986546264771498,0.0,-0.2818909013846147,2.0626449358708228,1.0,4.049396609074094,-0.32000249784013735,0.6854514473609585,240.981482840326,20.912801084956005,10.000610859166386,21.733153985553933,1.6378287556837625,5.954043764052251,0.0,9.952001478722082,450.616726811582,11.988518492781107,74.81655933581197,173.615516087615,495.89217764243665,15.148935612507803,350.91325636805436,0.40483785505485415,75.58150803136002,1.0,0.9564218145845005,5.271442102895453,2.7491986892310285,3.284718669491034,4.158797785912323,0.23822811018421866,-7.57163420410982,49.61147703023151,51.170411841149956,19.462542396173635,1
2362,1.0,4.725839002281173,1.0,-1.9381458932758164,0.0,8.0,0.0,1.0,0.0,-3.0371444129609153,5.598071452108227,5.684718997311077,10.62069958184378,2.6747994014657555,29.443303449182004,1.1449888378612367,-2.3167837522050356,13.236413484165142,32.18916620474199,261.2229712823971,50.34957869387401,450.2546228717016,54.52654073349162,95.54634981396191,17.44458276794542,613.2381955545086,766.35997340568,35.903728220041245,70.3097071278677,11.604752175882208,12.942168712188112,6.957633613035977,9.893553775938644,1.1563222826301023,0.18396308449664858,77.73088316661942,-21.717596112192897,91.02201529182132,-22.362579600237584,1
2363,-0.5505023934617018,6.681288844257435,1.0,-0.18295473817214414,-2.9154863036982226,-16.535802388441034,-0.6196881077380565,3.7834355920728164,79.58571436204716,-0.5205339741528128,4.333092497027554,11.314234082865362,-65.391465729206,19.760409213681882,19.92125958430966,0.0,1.4449289498794085,0.0,-4.850955931531401,31.0,160.34992051833837,91.74241085138134,127.37277224232787,101.68634676851364,12.440473643783022,223.2074250867624,170.50318960567597,47.96513460086361,96.28611561225914,12.670408375249588,17.22455818586491,6.861663268908378,3.18163401201626,3.334651628775285,-0.5541487921533288,14.007237156810149,89.29042185122962,38.7605153518589,13.363876670353223,1
2364,2.0357302977058165,1.4975738808023287,1.0,19.531861431157118,0.0,4.664250903242541,0.0,18.946657969034433,0.719803598970725,1.50848495998477,15.434406950754418,18.361310174169716,-4.730085691799205,-1.866385647607308,10.67127061171616,1.218459086665089,3.6714317987114296,3.5654716986787305,-13.379910149660727,83.0,35.587778333035125,525.6914881505966,110.3824331611473,447.69521251216827,99.86234473444135,128.7487079186902,158.41635351520557,161.6838391275985,83.2385962811378,9.036337868216147,1.4386439090508258,1.8463800431079656,1.0,3.6416289443474192,0.7934332768495863,198.26159132034914,128.12805710797517,134.61496561268706,174.8006025414751,1
2365,2.0,1.211103222846377,1.0,44.0566819666101,1.8785118611835725,8.153921505051121,0.0,1.0,0.0,0.0,3.0990393334424717,3.194389639529067,6.486990576714901,14.447226587787833,6.922690554052513,1.1383758789864893,-0.4642215805439225,13.205323286764177,10.033938246703208,753.2883793783329,98.18874151801697,436.48506128904296,95.66629607515172,199.23981453744767,210.98741099360547,28.016594694000887,88.22775630088911,147.37521478103565,-28.833374052709427,20.82400431308327,6.0,6.843969822722897,1.0,2.4566730483434105,0.12485430179414941,12.049518797901724,60.54607319205226,0.0,75.37032471356966,1
2366,2.102247303198494,1.7316945280546787,1.0,12.15498807506468,-0.03923122848157368,8.638185560865724,1.8310616962397424,2.7867869234289686,1.0,0.0,25.910295494899252,1.9727946384202522,69.44744725949147,14.0560377842674,5.043716873313581,-2.7979876698936024,0.9355232935338795,0.0,-0.6704790235885074,128.00022939857772,-7.449916062108581,-173.03293576549547,66.58768902454861,563.6917197935844,25.0,95.59974978523562,492.30381682073966,34.40770926963907,-2.4503176777830102,20.162377047646025,17.922964326004156,3.2949022256917195,1.086980335488888,-1.7101691252951197,-1.1447733038819599,11.308439719391934,13.910991657797311,79.56282098966727,31.99014808811389,1
2367,1.0,2.3261300614324427,1.6641190642864951,11.324799189949433,0.0,7.451239471200143,0.0,4.417563428543318,-0.2364315681313407,13.12121443962112,5.611027565956002,78.16730113732557,-1.7674301651033346,0.0,58.15418966415922,0.0,0.0,0.0,128.28198891246754,56.0,128.93457424133788,218.8516736953833,36.01991229970835,112.82813693169558,466.72585567631404,349.6886736609089,-14.293185598547083,-27.15935903096316,66.17795115678288,10.126021306892092,12.392960763662645,9.319384948130674,1.0,2.530940601108697,-0.19204875791274284,30.610791011203744,6.005242807790472,31.032313273672948,-2.5472712965241042,1
2368,1.3834118076337059,2.118031973119407,1.0,13.047102306219525,0.0,10.999128823649274,0.0,2.31315654385883,10.88617298248716,0.0,7.7547080913153295,9.665770319576088,-15.048137897275357,1.7533898562227592,19.23409088567575,4.63510457927635,0.0,1.0,-0.4769127275027395,101.13198803068931,181.12536641445686,141.8050929401606,-11.850944472972255,-2.278003647428948,36.948064436424914,-16.1477148168269,33.36226282551953,41.08988445195025,63.85118124647201,5.8528072995020075,1.4760352128219782,16.02066103542329,1.0,4.100595480997376,0.058403404847321025,6.974342589772358,135.46342864456554,15.093178952661951,5.336295320900897,1
2369,2.833588474393596,1.0,1.0,12.065503862386828,1.588285574626066,4.096070073929666,0.0,1.0,-5.029915100756056,2.65101216642399,4.769901824104242,24.43141045509219,-4.52494280225288,14.166719587867675,12.449548323639902,-2.8970428248499562,0.0,0.0,59.01222737892875,456.97004576475484,27.464565028660385,195.92515445706715,3.157348534433318,297.57422981084443,18.930828479278524,157.34445236667787,598.7712782513659,13.628524922881162,69.50135401886516,-2.4091631302168466,1.0,7.067456371569417,0.5181596176934091,2.890302842676922,0.3908817240623921,99.68991328585432,13.35550073832183,2.6984601343183376,2.2527171303457316,1
2370,1.0,3.957847064051248,1.0,3.6663594676378963,1.6355813686100915,15.31282730938878,1.917215101424797,3.0,14.602896583640584,-0.05892179458044022,4.178895053274306,30.076168364994096,-10.968179120933938,-5.011954004512291,44.09892322868407,-0.25454725416848245,0.0,2.081522350059868,9.03250356469217,171.41732170395534,18.612567855990577,493.5969520008575,60.949121944577044,-5.851835179409889,11.176484124432243,902.935189424214,-3.9724241210971662,58.17443535856837,235.94065888468282,22.073333412136254,5.567219398509406,-3.0786146935347523,3.3022766648277546,2.2770933881649036,0.1119823813485486,44.85803592729923,-2.3767569717161035,859.3286489744582,12.724950114046058,1
